results_code,area_code,area_name,statprov_code,collection_code,latitude,longitude
RPI,538,Bent of the River,CT,HawkCount-538,41.47133,-73.25936
RPI,539,Briggs Hill,CT,HawkCount-539,41.55636,-73.49861
RPI,540,"Eagle Crossing, SW Quebec, Canada",QC,HawkCount-540,45.21667,-74.11667
RPI,541,Montreal West Island Hawkwatch,QC,HawkCount-541,45.41667,-73.93333
RPI,542,Hawk Hill,CA,HawkCount-542,37.82853,-122.4986
RPI,543,West Skyline Hawk Count,MN,HawkCount-543,46.77563,-92.12424
RPI,544,Tlacotalpan Veracruz MX,VE,HawkCount-544,18.61093,-95.65593
RPI,545,Borrego Valley,CA,HawkCount-545,33.29732,-116.3668
RPI,546,Sparta Migration Watch,NJ,HawkCount-546,41.03333,-74.63361
RPI,549,Gunsight Mountain HawkWatch,AK,HawkCount-549,61.85279,-147.3724
RPI,550,Rocky Point Bird Observatory,BC,HawkCount-550,48.31667,-123.5333
RPI,551,Caesars Head Hawk Watch,SC,HawkCount-551,35.10556,-82.62805
RPI,552,Congaree Bluffs,SC,HawkCount-552,33.75694,-80.70361
RPI,553,Peak Mountain,CT,HawkCount-553,41.95889,-72.72528
RPI,555,Phoenix Mountain Hawk Watch,NC,HawkCount-555,36.37764,-81.4872
RPI,558,Little River Lookout,MA,HawkCount-558,NULL,NULL
RPI,559,Prairie Ridge Migration Watch,WA,HawkCount-559,47,-122
RPI,560,Meadowood Bird Observatory,PA,HawkCount-560,40.52444,-77.20167
RPI,561,Thunder Cape Bird Observatory,ON,HawkCount-561,48.30222,-88.9375
RPI,562,Manitou Island,MI,HawkCount-562,47.41611,-87.65222
RPI,563,Smith Point,TX,HawkCount-563,29.52611,-94.76583
RPI,565,I-84 Overlook,NY,HawkCount-565,41.37225,-74.64047
RPI,566,Canmore,AB,HawkCount-566,51.08333,-115.3333
RPI,567,Becher Bay Headlands,BC,HawkCount-567,48.31667,-123.5333
RPI,568,Patricia Beach Provincial park,MB,HawkCount-568,50.43333,-96.61667
RPI,569,Cyprus Lake,ON,HawkCount-569,45.08333,-81.53333
RPI,570,Point-Levy Region,QC,HawkCount-570,46.8,-71.15
RPI,571,Morgan Arboretum,QC,HawkCount-571,45.41667,-73.95
RPI,572,Observatoire d'oiseaux de Tadoussac 1,QC,HawkCount-572,48.15,-69.66666
RPI,573,St. Ferreol-les-Neiges,QC,HawkCount-573,47.12342,-70.86967
RPI,574,Fort Morgan-Bon Secour NWR,AL,HawkCount-574,30.23333,-88
RPI,575,Dry Lake,AK,HawkCount-575,63.75,-144.5
RPI,576,Lipan Point (Grand Canyon) ,AZ,HawkCount-576,36.03305,-111.8533
RPI,577,Nankoweap Creek,AZ,HawkCount-577,36.3,-111.8667
RPI,578,Grand Canyon HawkWatch (Yaki Point),AZ,HawkCount-578,36.05861,-112.0839
RPI,579,Beelzebub Street,CT,HawkCount-579,41.81392,-72.51761
RPI,580,Botsford Hill,CT,HawkCount-580,41.52472,-73.33522
RPI,581,Waveny Park,CT,HawkCount-581,41.25828,-73.49155
RPI,582,Fawn Ridge,CT,HawkCount-582,41.55636,-73.49861
RPI,583,Florida Keys Hawkwatch,FL,HawkCount-583,24.74944,-80.98444
RPI,584,Lucky Peak,ID,HawkCount-584,43.60528,-116.0614
RPI,585,Macbride Nature Recreation Area,IA,HawkCount-585,41.76667,-91.56667
RPI,586,High Rocks / Bad Branch Nature Preserve,KY,HawkCount-586,37.11666,-82.83334
RPI,587,"Calcasieu Lake, Northern Shore",LA,HawkCount-587,30.06128,-93.29092
RPI,588,Harpswell Peninsula/Casco Bay,ME,HawkCount-588,43.75,-70.03333
RPI,589,Acadia National Park,ME,HawkCount-589,44.51792,-68.22708
RPI,590,Bridger Mountains,MT,HawkCount-590,45.81734,-110.9293
RPI,591,Hauser Lake,MT,HawkCount-591,46.66667,-111.75
RPI,592,Goshute Mountains HawkWatch,NV,HawkCount-592,40.4243,-114.271
RPI,593,Sunrise Mountain,NJ,HawkCount-593,41.21814,-74.72058
RPI,594,Oko Jumbo,NJ,HawkCount-594,40.92128,-74.8102
RPI,595,Picatinny Peak - The Domes,NJ,HawkCount-595,40.9435,-74.56725
RPI,596,Manzano Mountains HawkWatch,NM,HawkCount-596,34.70417,-106.4111
RPI,597,Kestrel Haven,NY,HawkCount-597,42.44231,-76.75775
RPI,598,Orient Point,NY,HawkCount-598,41.13334,-72.4
RPI,599,Mahogany Rock Mountain,NC,HawkCount-599,36.45,-81.1
RPI,600,Dutchman's Peak,OR,HawkCount-600,42.03333,-122.8833
RPI,601,Bonney Butte HawkWatch,OR,HawkCount-601,45.26305,-121.5919
RPI,602,Wildcat Rocks,PA,HawkCount-602,40.05,-77.3
RPI,603,Morgan's Hill,PA,HawkCount-603,40.66667,-75.2
RPI,604,Sakonnet Point,RI,HawkCount-604,41.45,-71.2
RPI,605,Bird Mountain,SC,HawkCount-605,35.25,-82.33334
RPI,606,Wellsville Mountains,UT,HawkCount-606,41.68833,-112.0483
RPI,607,Salt Creek-Olympic Vulture Study,WA,HawkCount-607,48.16694,-123.7033
RPI,608,Hart's Pass-Slate Peak,WA,HawkCount-608,48.75,-120.65
RPI,609,Striped Peak,WA,HawkCount-609,48.15,-123.5167
RPI,610,Diamond Head,WA,HawkCount-610,47.3,-120.5667
RPI,611,Chelan Ridge HawkWatch,WA,HawkCount-611,48.02022,-120.094
RPI,612,Cedar Grove,WI,HawkCount-612,43.56861,-87.79083
RPI,613,Mackinac Straits-Mackinaw City-spring,MI,HawkCount-613,45.77917,-84.74139
RPI,614,White Clay Creek State Park - Carpenter Recreation Area,DE,HawkCount-614,39.71183,-75.77666
RPI,615,Belvédère Raoul-Roy,QC,HawkCount-615,48.31667,-68.86667
RPI,616,Bradbury Mountain State Park,ME,HawkCount-616,43.89639,-70.19055
RPI,617,Manchester Ridges,MD,HawkCount-617,39.71528,-76.8875
RPI,618,Trezevant\'s Landing,SC,HawkCount-618,33.72972,-80.62778
RPI,620,Kekoldi,NULL,HawkCount-620,9.641666,-82.78333
RPI,621,Cromwell Valley Park,MD,HawkCount-621,39.41627,-76.54955
RPI,622,Big Bald,TN,HawkCount-622,35.99389,-82.48373
RPI,623,White Memorial Foundation,CT,HawkCount-623,41.72145,-73.21111
RPI,624,Summitville Hawkwatch,NY,HawkCount-624,41.62139,-74.45111
RPI,625,Beamer Backup,ON,HawkCount-625,NULL,NULL
RPI,626,Shatterack Mountain,MA,HawkCount-626,42.19417,-72.84028
RPI,627,Semaphore Hill (Canopy Tower),NULL,HawkCount-627,9.0776,-79.64915
RPI,628,Kitsilano,BC,HawkCount-628,49.27833,-123.1442
RPI,629,Muskegon,MI,HawkCount-629,43.23584,-86.33258
RPI,630,Meadowbrook Migration Area,MI,HawkCount-630,42.07917,-86.32039
RPI,631,DRHW- Pointe Mouillee State Game Area,MI,HawkCount-631,42.03791,-83.19829
RPI,632,"Grimsby, ON - Air Park",ON,HawkCount-632,43.15417,-79.60333
RPI,633,"Grimsby, ON - Miscellaneous Sightings",ON,HawkCount-633,43.2,-79.56667
RPI,634,NJAMP at Duke Farms,NJ,HawkCount-634,40.55116,-74.62698
RPI,635,Bald Eagle Mountain - Port Matilda,PA,HawkCount-635,40.48,-78.03
RPI,636,Tara Woods East Collierville,TN,HawkCount-636,35.02694,-89.65195
RPI,638,Kirkridge,PA,HawkCount-638,40.90028,-75.10472
RPI,639,Guana Reserve,FL,HawkCount-639,30.11667,-81.34528
RPI,640,Beamer Backup - Lookouts,NULL,HawkCount-640,NULL,NULL
RPI,641,Beamer Backup - Other,NULL,HawkCount-641,NULL,NULL
RPI,642,Lagoon Valley,CA,HawkCount-642,38.30083,-122.0044
RPI,643,St. Adolphe Hawkwatch,MB,HawkCount-643,49.67916,-97.11972
RPI,644,Demo Hawkwatch,NULL,HawkCount-644,NULL,NULL
RPI,645,Carvins Cove,VA,HawkCount-645,37.38361,-79.94806
RPI,646,Pembina Valley at Holo Crossing,MB,HawkCount-646,49.03139,-98.27834
RPI,647,Chavarrillo,VE,HawkCount-647,19.42595,-96.79297
RPI,648,Innisfree,ON,HawkCount-648,44.24144,-79.54073
RPI,649,"Hughes River Gap, VA",VA,HawkCount-649,38.59778,-78.37167
RPI,650,East Point Hawkwatch,NJ,HawkCount-650,39.19921,-75.02023
RPI,651,Taft School,CT,HawkCount-651,41.60611,-73.11861
RPI,652,Whytewold Hawkwatch,MB,HawkCount-652,50.83333,-96.98333
RPI,653,Cove Mountain,PA,HawkCount-653,40.34148,-77.11459
RPI,654,Larson Sanctuary,CT,HawkCount-654,41.13139,-73.26444
RPI,655,Alander Mountain,MA,HawkCount-655,42.09425,-73.50616
RPI,656,South Carolina Coastal Raptor Migration Survey,SC,HawkCount-656,32.91681,-79.70578
RPI,657,Marine Nature Study Area,NY,HawkCount-657,40.62324,-73.62424
RPI,658,Congamond Plains,MA,HawkCount-658,42.04361,-72.72222
RPI,659,North Tibwin,SC,HawkCount-659,33.06701,-79.5097
RPI,660,Greene Valley Forest Preserve,IL,HawkCount-660,41.73056,-88.07889
RPI,661,Field of Grand-Métis ,QC,HawkCount-661,48.6352,-68.08749
RPI,662,Bald Peak,CT,HawkCount-662,NULL,NULL
RPI,663,Ashland Nature Center,DE,HawkCount-663,39.79714,-75.66161
RPI,665,DRHW - Lake Erie Metropark (Wavepool),MI,HawkCount-665,42.07064,-83.19637
RPI,666,DRHW - Humbug Marina,MI,HawkCount-666,42.09948,-83.18988
RPI,667,DRHW - Power Plant,MI,HawkCount-667,42.1158,-83.1915
RPI,668,DRHW- Campau Rd.,MI,HawkCount-668,42.04512,-83.20007
RPI,669,DRHW - Marina Point,MI,HawkCount-669,42.05347,-83.18708
RPI,670,DRHW - Woodruff,MI,HawkCount-670,42.08232,-83.21074
RPI,671,Presque Isle,PA,HawkCount-671,42.10855,-80.15327
RPI,672,Franklin Mt. NW,NY,HawkCount-672,42.42881,-75.05328
RPI,673,Niskey Hill Cemetary,PA,HawkCount-673,40.98333,-75.7
RPI,674,Johnson City Hawk Watch,NY,HawkCount-674,42.14639,-75.96306
RPI,675,Port Crescent Hawk Watch,MI,HawkCount-675,44.00019,-83.06693
RPI,676,Rocky Knob,VA,HawkCount-676,36.82555,-80.34389
RPI,677,Blue Mountain Rt. 183,PA,HawkCount-677,40.5275,-76.22444
RPI,678,Story/Lower Creek School,NC,HawkCount-678,35.92305,-81.51222
RPI,679,Carter Hill Observatory,NH,HawkCount-679,43.23453,-71.60994
RPI,680,Oliver Street Studios,MD,HawkCount-680,39.30667,-76.61
RPI,681,Poquonock,CT,HawkCount-681,41.90938,-72.67905
RPI,682,Cerro Ancon,NULL,HawkCount-682,8.958,-79.54965
RPI,683,DOAS - Franskevicz Road,NY,HawkCount-683,42.04181,-75.28697
RPI,684,DOAS - Horse Farm,NY,HawkCount-684,42.06011,-75.30209
RPI,685,DOAS - Lang Road,NY,HawkCount-685,42.00872,-75.25861
RPI,686,Greenlaw Mountain,NB,HawkCount-686,45.12675,-67.09436
RPI,687,"Grimsby, ON - Grimsby Point & Ravine",ON,HawkCount-687,NULL,NULL
RPI,688,"Grimsby, ON - Lake Ontario Plain",ON,HawkCount-688,NULL,NULL
RPI,689,"Grimsby, ON - Allen & Kemp Roads",ON,HawkCount-689,NULL,NULL
RPI,690,Commissary Ridge HawkWatch,WY,HawkCount-690,42.02472,-110.5894
RPI,691,Catawba River ,NC,HawkCount-691,35.375,-80.85333
RPI,692,Seaside Hawkwatch,VA,HawkCount-692,NULL,NULL
RPI,693,Blue Mountain Ski Area,PA,HawkCount-693,40.80963,-75.50784
RPI,694,Forest Beach Migratory Preserve,WI,HawkCount-694,43.4625,-87.811
RPI,695,Pitcher Mountain,NH,HawkCount-695,43.09425,-72.13536
RPI,696,DOAS - All Road,NY,HawkCount-696,42.63564,-74.76884
RPI,697,DOAS - Davis State Park,NY,HawkCount-697,42.66186,-74.83295
RPI,698,DOAS - Fish Road,NY,HawkCount-698,42.72794,-74.87444
RPI,699,Brockway Mountain,MI,HawkCount-699,47.4641,-87.96938
RPI,700,Belmont Valley,VA,HawkCount-700,38.02132,-78.48311
RPI,701,Suffield WMA,CT,HawkCount-701,42.035,-72.74834
RPI,702,Lapham Peak,WI,HawkCount-702,43.041,-88.40403
RPI,703,Boothe Memorial Park,CT,HawkCount-703,41.2356,-73.1105
RPI,704,Bethany Hawkwatch,MN,HawkCount-704,44.16611,-93.99084
RPI,705,Panama Rainforest Discovery Center,NULL,HawkCount-705,9.129861,-79.72581
RPI,706,Mendota Fire Tower,VA,HawkCount-706,36.73056,-82.30055
RPI,707,Chester County Hawk Watch & Migration Count at Chambers Lake,PA,HawkCount-707,40.02926,-75.85841
RPI,708,Poor Mountain,VA,HawkCount-708,37.19667,-80.15334
RPI,709,Scanlon Creek Conservation Area,ON,HawkCount-709,44.11666,-79.56667
RPI,710,Southern Chester County Hawk Watch at Bucktoe Creek Preserve,PA,HawkCount-710,39.81673,-75.71675
RPI,711,Ashton Ridge Hawkwatch,VA,HawkCount-711,37.30661,-79.36089
RPI,712,Westtown School,PA,HawkCount-712,39.94083,-75.53528
RPI,713,Concord School District,NH,HawkCount-713,43.32084,-71.94222
RPI,714,"Grimsby, ON - Grimsby East",ON,HawkCount-714,43.18945,-79.01806
RPI,717,New Horton Ridge,NB,HawkCount-717,45.67574,-64.72404
RPI,718,"Cooper, Maine",ME,HawkCount-718,45,-67.41666
RPI,719,Ancon Hill Spring Hawkwatch,NULL,HawkCount-719,8.958,-79.54965
RPI,720,Cumberland Gap,MD,HawkCount-720,39.66922,-78.77872
RPI,722,Wooley Hill,NY,HawkCount-722,42.69247,-75.18853
RPI,723,MPG Ranch,MT,HawkCount-723,46.70673,-113.9795
RPI,724,Richmond Island,ME,HawkCount-724,43.54667,-70.22583
RPI,725,Biddeford Pool - East Point,ME,HawkCount-725,43.44722,-70.33417
RPI,726,Monhegan - Lobster Point,ME,HawkCount-726,43.75667,-69.32222
RPI,727,Monhegan - Manana Island,ME,HawkCount-727,43.76305,-69.32611
RPI,729,"Double Oak Mountain Ridge, Oak Mountain State Park",AL,HawkCount-729,33.3025,-86.76195
RPI,730,Aeropuerto Eldorado ,NULL,HawkCount-730,4.701594,-74.14695
RPI,731,Clarry Hill,ME,HawkCount-731,44.19611,-69.32166
RPI,732,Aubrey Cliffs,AZ,HawkCount-732,35.47639,-112.9842
RPI,733,Mill Creek Road,AL,HawkCount-733,33.73594,-87.01692
RPI,734,Killington Mountain,VT,HawkCount-734,43.6775,-72.77972
RPI,735,Willow Hill,IL,HawkCount-735,42.10139,-87.8025
RPI,736,Grandfather Mountain,NC,HawkCount-736,36.09439,-81.83312
RPI,737,DOAS - Richmondville,NY,HawkCount-737,42.62527,-74.55482
RPI,738,Mount Pleasant,NY,HawkCount-738,42.45817,-76.3846
RPI,740,Tubac Hawk Watch,AZ,HawkCount-740,31.6097,-111.0431
RPI,741,"Veracruz River of Raptors Cardel, MX",MX,HawkCount-741,19.3711,-96.37653
RPI,742,Observatoire d'oiseaux de Tadoussac 2,QC,HawkCount-742,48.15,-69.66666
RPI,743,Rocky Face Mountain Rec. Area,NC,HawkCount-743,35.97222,-81.10917
RPI,744,Cabo de San Antonio,NULL,HawkCount-744,21.86194,-84.94778
RPI,745,Rosetta McClain Gardens Raptor Watch,ON,HawkCount-745,43.68993,-79.2589
RPI,746,Munn Meadow,MA,HawkCount-746,42.08611,-72.81667
RPI,747,Belize Raptor Watch ,NULL,HawkCount-747,16.12024,-88.79436
RPI,750,Fort Sheridan,IL,HawkCount-750,42.22283,-87.81198
RPI,752,Okehocking Preserve Hawkwatch,PA,HawkCount-752,39.97028,-75.47722
RPI,753,Blue Jay Point,NC,HawkCount-753,36.62278,-79.07694
RPI,754,The Wasatch Front,UT,HawkCount-754,40.709,-111.7841
RPI,755,Mount Magazine State Park,AR,HawkCount-755,35.17545,-93.64614
RPI,756,Jewel Basin,MT,HawkCount-756,48.1552,-113.9329
RPI,757,Roundtop Mountain,PA,HawkCount-757,40.19389,-77.5526
RPI,758,Greenland Road Hawkwatch,ON,HawkCount-758,45.44608,-76.00344
RPI,759,Riverbend Park,NC,HawkCount-759,35.81374,-81.1716
RPI,760,Eaton Hill Nature Center & Preserve,TX,HawkCount-760,30.57417,-100.6431
RPI,761,Hanging Rock State Park,NC,HawkCount-761,36.39806,-80.28278
RPI,762,Kerrs Ridge Hawk Watch,NB,HawkCount-762,45.19894,-66.99533
RPI,763,East Taylors Ferry Road,AL,HawkCount-763,33.48361,-87.08094
RPI,764,Sassafras Mountain Hawkwatch,SC,HawkCount-764,35.06472,-82.77722
RPI,765,Pony Pen North Raptor Watch,NC,HawkCount-765,35.15219,-75.85895
RPI,766,Nora Ridge,MT,HawkCount-766,47.02111,-112.4203
RPI,767,"Golden Eagle Migration Survey- Radio Tower West Slope (Big Belt Mtns, MT)",MT,HawkCount-767,46.47697,-111.2566
RPI,768,Culver's Gap,NJ,HawkCount-768,41.17456,-74.7913
RPI,769,Helderberg Escarpment Hawkwatch,NY,HawkCount-769,42.65128,-74.00678
RPI,770,"Golden Eagle Migration Survey- Saddle Knoll (Big Belt Mtns, MT)",MT,HawkCount-770,46.50249,-111.2734
RPI,771,"Golden Eagle Migration Survey- Radio Tower(fort) (Big Belt Mtns, MT)",MT,HawkCount-771,46.47681,-111.2543
RPI,772,Metchosin Mountain,BC,HawkCount-772,48.40194,-123.5458
RPI,773,Golden Hill/County Line Rd.,NY,HawkCount-773,43.36626,-78.46571
RPI,774,County Line Rd./N of Rt. 18,NY,HawkCount-774,43.35168,-78.46589
RPI,775,County Line Rd./Cemetery,NY,HawkCount-775,43.34136,-78.46605
RPI,776,County Line Rd./S of Hall Rd.,NY,HawkCount-776,43.34136,-78.46605
RPI,777,Maywood Migration Watch,WI,HawkCount-777,43.7787,-87.7565
RPI,778,Mt. Pleasant Skywatch,MD,HawkCount-778,39.31675,-76.8763
RPI,779,Parksville- Little Mountain,BC,HawkCount-779,49.29456,-124.3252
RPI,780,Jenner Headlands Hawkwatch,CA,HawkCount-780,38.46556,-123.1283
RPI,781,Hilltop Ridge,MD,HawkCount-781,39.34728,-76.5445
RPI,782,Sheldon Lake State Park and Environment Learning Center,TX,HawkCount-782,29.87503,-95.17175
RPI,783,Cut Bank Hawkwatch,MT,HawkCount-783,48.64103,-112.3422
RPI,785,Millersville,PA,HawkCount-785,39.99917,-76.35028
RPI,786,TLC's Southern Chester County Hawk Watch @ Stateline Woods Preserve,PA,HawkCount-786,39.82381,-75.67375
RPI,788,Del. Nature Society's Kite & Shorebird Watch at Bucktoe Creek Preserve,PA,HawkCount-788,39.81673,-75.71675
RPI,789,Rugby Hawk Watch,VA,HawkCount-789,38.04472,-78.48167
RPI,790,NJAMP at Merrill Creek,NJ,HawkCount-790,40.72808,-75.11586
RPI,791,Auburn Area Vulture and Raptor Count,CA,HawkCount-791,38.88872,-121.0697
RPI,792,Hacker's Hill,ME,HawkCount-792,43.96712,-70.52807
RPI,793,Golden Eagle Migration Survey - Lower Duck Creek Rd.,MT,HawkCount-793,46.4899,-111.3124
RPI,794,Green Ridge,OR,HawkCount-794,44.53695,-121.6044
RPI,795,Washington Valley Hawkwatch,NJ,HawkCount-795,40.58222,-74.55622
RPI,796,Freedom Area Hawk Watch,PA,HawkCount-796,40.67805,-80.24111
RPI,797,Golden Eagle Migration Survey,MT,HawkCount-797,46.47681,-111.2543
RPI,798,DOAS - Cliff Road,NY,HawkCount-798,42.01719,-75.54566
RPI,799,Mackinac Straits-Point LaBarbe-Fall,MI,HawkCount-799,45.83972,-84.755
RPI,800,DOAS - Sanford,NY,HawkCount-800,42.10311,-75.47911
RPI,801,Bear Mountain Hawk Watch,NY,HawkCount-801,41.31167,-74.00694
RPI,802,Summit Mountain Hawkwatch,PA,HawkCount-802,39.8455,-79.6565
RPI,803,Seahawk Migration Station,NC,HawkCount-803,34.22153,-77.86872
RPI,804,Lasqueti Crossing,BC,HawkCount-804,49.33127,-124.2825
RPI,805,Munn Brook Meadow,MA,HawkCount-805,42.08611,-72.81667
RPI,806,Purple Chickadee Hawk Watch,NJ,HawkCount-806,41.07553,-74.25272
RPI,807,Alley Creek,NY,HawkCount-807,40.76381,-73.7532
RPI,808,Camp Baker Hawkwatch,MT,HawkCount-808,46.803,-111.182
RPI,809,Bald Eagle Mountain - Eagle Field,PA,HawkCount-809,40.82736,-77.98753
RPI,810,Lochlyn Hill Hawk Watch,VA,HawkCount-810,38.04906,-78.46028
RPI,811,Cave Knoll Hawkwatch,MT,HawkCount-811,47.09588,-112.2851
RPI,812,Mackinac Island - Fort Holmes,MI,HawkCount-812,45.858,-84.61619
RPI,813,Tolima Raptor Count,NULL,HawkCount-813,4.402778,-75.13778
RPI,814,Duck Creek Pass Hawkwatch,NULL,HawkCount-814,46.47681,-111.2543
RPI,815,Mt. Ascutney State Park,VT,HawkCount-815,43.43986,-72.45264
RPI,816,Jockey's Ridge State Park,NC,HawkCount-816,35.9525,-75.632
RPI,817,Apple Hill Raptor Count,CT,HawkCount-817,41.69,-73.21806
RPI,818,Morris Island,MA,HawkCount-818,41.6534,-69.9637
RPI,819,Head of the Meadow Beach,MA,HawkCount-819,42.05045,-70.13435
RPI,820,Trotter's Crossing,NJ,HawkCount-820,39.95611,-74.89417
RPI,822,Mount Brown,MT,HawkCount-822,48.62253,-113.8354
RPI,823,Long Sault Parkway,ON,HawkCount-823,45.02333,-74.91417
RPI,824,Collins Creekside Acres,MB,HawkCount-824,49.77775,-99.8737
RPI,825,West Corpus Christi Hawkwatch,TX,HawkCount-825,27.90636,-97.86832
RPI,826,Five White Eagles HawkWatch (VE) (MÃ©rida),NULL,HawkCount-826,8.588889,-71.14389
RPI,828,Botany Bay Plantation WMA,SC,HawkCount-828,32.54855,-80.2403
RPI,838,EV test hawkwatch,AK,HawkCount-838,59.66372,-151.5869
RPI,842,Forks of the Credit Provincial Park,ON,HawkCount-842,43.81861,-80.00532
RPI,843,Southwest Middlesex 1804 Trillium Dr,ON,HawkCount-843,42.66498,-81.76671
RPI,844,Beare Hill Park,ON,HawkCount-844,43.82582,-79.16099
RPI,845,Humber Marsh Park,ON,HawkCount-845,43.64211,-79.4925
RPI,847,Berry Knolls Dr. Personal Hawkwatch,PA,HawkCount-847,41.78571,-80.0942
RPI,848,"Mountsberg CA, Ontario",ON,HawkCount-848,43.45835,-80.04061
RPI,849,Acton Quarry,ON,HawkCount-849,43.6248,-79.98883
RPI,850,East St Adams,MA,HawkCount-850,42.61662,-73.10974
RPI,851,Toronto - Bayview & Finch,ON,HawkCount-851,43.77895,-79.38448
RPI,852,Upper Gap Archeological Site,ON,HawkCount-852,44.15059,-76.83397
RPI,853,Hendrick road - The Bluff,ON,HawkCount-853,43.37663,-81.71563
RPI,854,Dummer Moraine,ON,HawkCount-854,44.45528,-78.14125
RPI,855,Sunset Point in the Humber Arboretum,ON,HawkCount-855,43.72668,-79.60987
RPI,857,Matchedash Bay Lawson Line Hawkwatch,ON,HawkCount-857,44.74083,-79.63691
RPI,858,The Miller Lake Hawkwatch,ON,HawkCount-858,45.10128,-81.44416
RPI,859,Downsview Park,ON,HawkCount-859,43.73945,-79.48015
RPI,860,Meadowglen Park,ON,HawkCount-860,43.65971,-79.92078
RPI,861,Cobourg Harbour,ON,HawkCount-861,43.95359,-78.16935
RPI,862,"Birch Point, Manitoulin Island, Ontario",ON,HawkCount-862,45.55456,-82.054
RPI,863,NINPIPES area,MT,HawkCount-863,47.4573,-114.0984
RPI,864,"Scenic Drive/Lang's Park, Hamilton",ON,HawkCount-864,43.24539,-79.92909
RPI,865,Centennial Park Hill Etobicoke,ON,HawkCount-865,43.65502,-79.58839
RPI,866,Stateline woods preserve hawk watch ,PA,HawkCount-866,39.82405,-75.672
RPI,867,Willow Hill Golf Course ,IL,HawkCount-867,42.10879,-87.81424
RPI,868,Birds Canada HQ,ON,HawkCount-868,42.615,-80.45861
RPI,869,McTavish Twp overlooking Black Bay,ON,HawkCount-869,48.72641,-88.62608
RPI,870,House on the Hill,WI,HawkCount-870,44.55299,-87.74348
RPI,871,Sam Smith Park,ON,HawkCount-871,43.58793,-79.511
RPI,872,Earlscourt Park,ON,HawkCount-872,43.67384,-79.45138
RPI,873,Summer Ave Yard,ON,HawkCount-873,44.83668,-81.23776
RPI,874,Lakeridge Brunelle,ON,HawkCount-874,43.90986,-79.00789
RPI,875,Lakeridge ORM,ON,HawkCount-875,44.01069,-79.04833
RPI,876,Halls-GO,ON,HawkCount-876,43.8773,-78.98206
RPI,877,End of Docker nr JE Pearce PP,ON,HawkCount-877,42.61051,-81.43421
RPI,878,Rita's Hawk Watch,ON,HawkCount-878,43.38897,-81.30862
RPI,879,Columbus Halls Road,ON,HawkCount-879,43.95747,-79.01904
RPI,880,407/412 Carpool Lot,ON,HawkCount-880,43.87656,-78.9808
RPI,881,Valens Conservation Area,ON,HawkCount-881,43.38699,-80.13967
RPI,882,Sandwich Central School,NH,HawkCount-882,43.80378,-71.43977
RPI,883,"Heart Lake CA, Ontario",ON,HawkCount-883,43.75219,-79.80123
RPI,884,Port Rowan Wetlands,ON,HawkCount-884,42.62222,-80.46139
