results_code,area_code,area_name,statprov_code,collection_code,latitude,longitude
RPI,885,Fairview Cemetery,ON,HawkCount-885,42.63667,-80.48417
RPI,886,Governor's Bridge Lookout,ON,HawkCount-886,43.68821,-79.36457
RPI,887,"McMaster Forest, Hamilton-ON",ON,HawkCount-887,43.24783,-79.95057
RPI,888,"Detroit River South, Hulls Trace Marina",NULL,HawkCount-888,42.04308,-83.21306
RPI,889,Rita's TJ Dolan area,ON,HawkCount-889,43.36819,-81.01082
RPI,890,Mt. McKay Scenic Lookout,ON,HawkCount-890,48.3467,-89.27891
RPI,891,Norseman Heights,ON,HawkCount-891,43.63696,-79.51486
RPI,892,Pigeon Bay,ON,HawkCount-892,48.02425,-89.5196
RPI,893,West Perth Wetlands - Mitchell,ON,HawkCount-893,43.45581,-81.20053
RPI,894,Kendall Rd - Merlin,ON,HawkCount-894,42.22311,-82.16697
RPI,895,London - 500 Ridout St N,ON,HawkCount-895,42.98507,-81.25487
RPI,896,London - Greenway Park,ON,HawkCount-896,42.97583,-81.27287
RPI,897,Beare Hill - Zoo Rd parking lot,ON,HawkCount-897,43.82543,-79.17706
RPI,898,Fruit Ridge - St Thomas,ON,HawkCount-898,42.71191,-81.12311
RPI,899,Goderich (Sky Harbour) Airport,ON,HawkCount-899,43.76265,-81.71115
RPI,900,Temperance Line - Aylmer,ON,HawkCount-900,42.77435,-81.02399
RPI,901,Mississauga - Leslie Log House,ON,HawkCount-901,43.56403,-79.68819
RPI,902,Mount Nemo,ON,HawkCount-902,43.42447,-79.87885
RPI,903,Lowville Park,ON,HawkCount-903,43.43341,-79.90768
RPI,904,"Pleasant Valley, Dundas",ON,HawkCount-904,43.25602,-79.96203
RPI,905,"Welland Canal, Welland",ON,HawkCount-905,43.00316,-79.21304
RPI,906,Ken Reid Conservation Area,ON,HawkCount-906,44.40759,-78.77258
RPI,907,Springbank Meadows Park - Mississauga,ON,HawkCount-907,43.53116,-79.64531
RPI,908,Erindale Park,ON,HawkCount-908,43.55032,-79.65327
RPI,909,Springbank Meadows Park,ON,HawkCount-909,43.53325,-79.64718
RPI,910,"Rattlesnake Point CA, Ontario",ON,HawkCount-910,43.46844,-79.91193
RPI,911,"Flagpole Hill, Frontenac Park, South Frontenac",ON,HawkCount-911,44.50389,-76.51534
RPI,912,Dundas - Slote Rd.,ON,HawkCount-912,43.23483,-80.0427
RPI,913,Kortright Conservation Area,ON,HawkCount-913,43.8226,-79.60059
RPI,914,West south street hawk watch,PA,HawkCount-914,39.84014,-75.71096
RPI,915,Jack Darling Memorial Park Dog Hill,ON,HawkCount-915,43.52813,-79.60743
RPI,916,Gate of Heaven Cemetery,ON,HawkCount-916,43.30819,-79.89344
RPI,917,Cappison's Corners,ON,HawkCount-917,43.309,-79.91215
RPI,918,Mono Cliffs Outdoor Education Center,ON,HawkCount-918,44.03819,-80.08499
RPI,919,Devil's Punchbowl Cross,ON,HawkCount-919,43.21172,-79.75696
RPI,920,Bocas Ridge,NULL,HawkCount-920,9.29031,-82.4602
RPI,921,Alton Bay Hawk Watch,NH,HawkCount-921,43.47621,-71.26629
RPI,922,Camrose Court - Byron (London West),ON,HawkCount-922,42.95288,-81.34756
RPI,923,Prince Edward Point Bird Observatory,ON,HawkCount-923,43.93966,-76.86119
RPI,924,East Beach near Point Pelee,ON,HawkCount-924,42.01326,-82.49241
RPI,925,Grand Ridge Park,ON,HawkCount-925,43.93494,-78.8533
RPI,926,Bessborough Park,ON,HawkCount-926,43.91598,-78.8778
RPI,927,Wickerson Site,ON,HawkCount-927,42.94794,-81.35218
RPI,928,Withrow Park,ON,HawkCount-928,43.67477,-79.34705
RPI,929,Leslie Grove Park,ON,HawkCount-929,43.66329,-79.33355
RPI,930,Tommy Thompson Park,ON,HawkCount-930,43.63482,-79.32432
RPI,931,Mount Agamenticus (personal),ME,HawkCount-931,43.22331,-70.69207
RPI,932,Landmark,TX,HawkCount-932,33.62278,-101.8878
RPI,933,Nashua NH Backyard,NH,HawkCount-933,42.75,-71.487
RPI,934,Wasootch,AB,HawkCount-934,50.97093,-115.0949
RPI,935,Lusk Creek,AB,HawkCount-935,51.03197,-115.0166
RPI,936,"Castle Rock, Breakheart Reservation",MA,HawkCount-936,42.48851,-71.04423
RPI,937,Herbster Spring Count,WI,HawkCount-937,46.79623,-91.25855
RPI,938,Iguasitos Tolima,NULL,HawkCount-938,4.84154,-74.84654
RPI,939,Monument Hill,AZ,HawkCount-939,33.37729,-112.3062
RPI,940,Rhome Texas,TX,HawkCount-940,33.08981,-97.41063
RPI,941,Silver Creek,ON,HawkCount-941,43.69022,-79.96699
RPI,942,Kettlefoot Fire Tower,TN,HawkCount-942,36.42684,-81.86664
RPI,943,Bocas Gavilan Ridge,NULL,HawkCount-943,9.247783,-82.50606
RPI,944,Bocas Valle de Agua,NULL,HawkCount-944,9.230778,-82.38689
RPI,945,Redmond Reservoir Hawkwatch,IL,HawkCount-945,41.94351,-87.92908
RPI,946,Ecovida-AetosHawkWatch,NULL,HawkCount-946,10.45361,-84.05805
RPI,947,Black Bear Meadows,NC,HawkCount-947,35.58997,-82.48007
RPI,948,Caleta Rio de Aguilas Raptor Migration Observatory,NULL,HawkCount-948,20.07335,-74.29484
RPI,949,Chrisâ€™s Roost,NC,HawkCount-949,35.06712,-78.971
RPI,950,"Elk Mtn Overlook, Deep Gap, NC",NC,HawkCount-950,36.23292,-81.48663
RPI,951,Edmeston NY,NY,HawkCount-951,42.49434,-74.91845
RPI,952,Belle Isle Marsh Reservation,MA,HawkCount-952,42.38919,-70.99067
RPI,953,Adams Farm - Athol MA,MA,HawkCount-953,42.59517,-72.20072
RPI,99,Demo Hawkwatch,AK,HawkCount-99,59.66375,-151.6196
RPI2,100,Holiday Beach Conservation Area,ON,HawkCount-100,42.03316,-83.0455
RPI2,103,Wildcat Ridge,NJ,HawkCount-103,40.94719,-74.47211
RPI2,104,Jacks Mountain,PA,HawkCount-104,40.54347,-77.75703
RPI2,105,Rose Tree Park,PA,HawkCount-105,39.939,-75.392
RPI2,106,Reed's Beach Autumn Hawk Watch,NJ,HawkCount-106,NULL,NULL
RPI2,107,Blueberry Hill,MA,HawkCount-107,42.09583,-72.925
RPI2,108,Brady's Bend,PA,HawkCount-108,40.98875,-79.58228
RPI2,109,Hawk Mountain Sanctuary,PA,HawkCount-109,40.64158,-75.99153
RPI2,110,Lehigh Gap Hawkwatch,PA,HawkCount-110,40.78472,-75.61528
RPI2,111,Allegheny Front,PA,HawkCount-111,40.08142,-78.72784
RPI2,112,Lenoir Wildlife Sanctuary,NY,HawkCount-112,40.97523,-73.88322
RPI2,113,Pilgrim Heights,MA,HawkCount-113,42.05,-70.13333
RPI2,115,Plum Island MA,MA,HawkCount-115,42.79167,-70.80666
RPI2,123,Dinosaur Ridge,CO,HawkCount-123,39.7,-105.2
RPI2,125,Booth Hill,CT,HawkCount-125,42.01972,-72.96694
RPI2,126,Botsford Hill,CT,HawkCount-126,41.52472,-73.33522
RPI2,128,Chestnut Hill,CT,HawkCount-128,41.73397,-73.17069
RPI2,132,Flat Hill,CT,HawkCount-132,41.47464,-73.27128
RPI2,133,Good Hill,CT,HawkCount-133,41.553,-73.25961
RPI2,136,Heritage Village,CT,HawkCount-136,41.48447,-73.234
RPI2,137,Johnycake Mountain,CT,HawkCount-137,41.7547,-72.99442
RPI2,138,Lighthouse Point,CT,HawkCount-138,41.24986,-72.90141
RPI2,140,Maltby Lakes,CT,HawkCount-140,41.30381,-72.98314
RPI2,145,Osborne Hill,CT,HawkCount-145,41.39786,-73.22828
RPI2,149,Quaker Ridge,CT,HawkCount-149,41.09711,-73.68867
RPI2,156,Southbury Training School Farm,CT,HawkCount-156,41.50028,-73.28167
RPI2,158,Taine Mountain,CT,HawkCount-158,NULL,NULL
RPI2,166,Whippoorwill Hill,CT,HawkCount-166,41.42289,-73.34331
RPI2,169,Cape Henlopen Hawk Watch,DE,HawkCount-169,38.78417,-75.08417
RPI2,172,Hitchcock Nature Center,IA,HawkCount-172,41.41323,-95.85865
RPI2,173,Lost Mound Refuge,IL,HawkCount-173,NULL,NULL
RPI2,175,Pine Mountain,CT,HawkCount-175,NULL,NULL
RPI2,181,Barre Falls,MA,HawkCount-181,42.43167,-72.02583
RPI2,227,"Mount Tom, Massachusetts",MA,HawkCount-227,42.275,-72.625
RPI2,228,Mount Wachusett,MA,HawkCount-228,42.48917,-71.8875
RPI2,229,Mount Watatic,MA,HawkCount-229,42.69672,-71.89256
RPI2,239,Pinnacle Rock,MA,HawkCount-239,42.43945,-71.07667
RPI2,272,Fort Smallwood Park,MD,HawkCount-272,39.16333,-76.47694
RPI2,278,Turkey Point,MD,HawkCount-278,39.45215,-76.00753
RPI2,279,Washington Monument State Park,MD,HawkCount-279,39.54689,-77.60993
RPI2,280,"Cadillac Mt., Acadia National Park",ME,HawkCount-280,44.35265,-68.22461
RPI2,284,Port Huron,MI,HawkCount-284,43.1,-82.5
RPI2,285,DRHW- Lake Erie Metropark,MI,HawkCount-285,42.07918,-83.1937
RPI2,286,Whitefish Point,MI,HawkCount-286,46.77111,-84.95528
RPI2,288,Hawk Ridge,MN,HawkCount-288,46.84722,-92.03194
RPI2,293,Bullhead Mountain,NC,HawkCount-293,36.44722,-81.06555
RPI2,300,Mahogany Rock,NC,HawkCount-300,36.44131,-81.09529
RPI2,303,Mount Pisgah,NC,HawkCount-303,35.4425,-82.7198
RPI2,305,Pea Island NWR,NC,HawkCount-305,35.63334,-75.46667
RPI2,306,Pilot Mountain State Park,NC,HawkCount-306,36.34222,-80.47861
RPI2,308,Bare Mountain,MA,HawkCount-308,42.37333,-72.52055
RPI2,310,Little Blue Job Mountain,NH,HawkCount-310,43.339,-71.11576
RPI2,315,Interlakes Elementary School,NH,HawkCount-315,43.65528,-71.49917
RPI2,317,Little Round Top Migration Observatory,NH,HawkCount-317,43.57903,-71.7307
RPI2,320,Pack Monadnock Raptor Migration Observatory,NH,HawkCount-320,42.86306,-71.87833
RPI2,322,Peter Wood Hill,NH,HawkCount-322,43.0957,-71.817
RPI2,328,Cape May,NJ,HawkCount-328,38.93258,-74.958
RPI2,330,Chimney Rock Hawk Watch,NJ,HawkCount-330,40.58222,-74.55622
RPI2,332,Kittatinny Mountain,NJ,HawkCount-332,41.15064,-74.841
RPI2,334,Montclair Hawk Lookout,NJ,HawkCount-334,40.84664,-74.21294
RPI2,338,Picatinny Peak,NJ,HawkCount-338,40.95217,-74.55647
RPI2,339,Raccoon Ridge,NJ,HawkCount-339,41.01486,-75.04256
RPI2,340,Sandy Hook Migration Watch,NJ,HawkCount-340,40.5,-74
RPI2,342,Scott's Mountain,NJ,HawkCount-342,40.74186,-75.10867
RPI2,343,State Line Hawkwatch,NJ,HawkCount-343,40.98333,-73.9
RPI2,345,Sunrise Mountain,NJ,HawkCount-345,41.21813,-74.72044
RPI2,347,Sandia Mountains Raptor Migration Project,NM,HawkCount-347,35.08667,-106.4325
RPI2,351,Bear Mountain Farm,VA,HawkCount-351,38.44083,-79.69361
RPI2,353,Braddock Bay,NY,HawkCount-353,43.31667,-77.71667
RPI2,358,Derby Hill Bird Observatory,NY,HawkCount-358,43.5275,-76.23944
RPI2,359,Fire Island,NY,HawkCount-359,40.63075,-73.22489
RPI2,361,Franklin Mt.,NY,HawkCount-361,42.42539,-75.04694
RPI2,364,Hamburg Hawk Watch,NY,HawkCount-364,42.75583,-78.86166
RPI2,368,Hook Mountain,NY,HawkCount-368,41.12089,-73.91833
RPI2,371,Mohonk Preserve,NY,HawkCount-371,41.73592,-74.19547
RPI2,372,Mount Peter,NY,HawkCount-372,41.245,-74.28799
RPI2,381,Ripley Hawk Watch,NY,HawkCount-381,42.30973,-79.64955
RPI2,389,"Grimsby, ON - Beamer Conservation Area",ON,HawkCount-389,43.18833,-79.57333
RPI2,391,Cranberry Marsh,ON,HawkCount-391,43.84025,-78.96603
RPI2,392,Hawk Cliff Hawkwatch,ON,HawkCount-392,42.66433,-81.17011
RPI2,393,High Park,ON,HawkCount-393,43.64636,-79.46561
RPI2,395,Iroquois Shoreline,ON,HawkCount-395,43.93508,-78.96909
RPI2,399,Bake Oven Knob,PA,HawkCount-399,40.74833,-75.73358
RPI2,405,BroadwingSEPT - Buckingham,PA,HawkCount-405,40.29086,-75.05656
RPI2,406,BroadwingSEPT - Core Creek,PA,HawkCount-406,40.19358,-74.93168
RPI2,407,BroadwingSEPT - Lake Nockamixon,PA,HawkCount-407,40.47989,-75.21951
RPI2,408,BroadwingSEPT - Peace Valley,PA,HawkCount-408,40.31079,-75.20486
RPI2,409,BroadwingSEPT - Pipersville,PA,HawkCount-409,40.44563,-75.13922
RPI2,410,BroadwingSEPT - Pleasant Valley,PA,HawkCount-410,40.53951,-75.29955
RPI2,411,BroadwingSEPT - Lehigh,PA,HawkCount-411,40.5919,-75.36016
RPI2,414,Council Cup,PA,HawkCount-414,41.07669,-76.12148
RPI2,417,Hopewell Fire Tower,PA,HawkCount-417,NULL,NULL
RPI2,420,Little Gap,PA,HawkCount-420,40.80589,-75.54119
RPI2,423,Militia Hill,PA,HawkCount-423,40.1205,-75.22269
RPI2,432,Second Mountain,PA,HawkCount-432,40.47275,-76.62148
RPI2,436,"Stone Mt., Pa.",PA,HawkCount-436,40.57178,-77.82636
RPI2,437,Tuscarora Summit,PA,HawkCount-437,39.91464,-77.95839
RPI2,438,Tussey Mountain,PA,HawkCount-438,40.71053,-77.90459
RPI2,439,Waggoner's Gap,PA,HawkCount-439,40.27719,-77.27603
RPI2,442,Plateau de Beaupre,QC,HawkCount-442,47.04222,-70.91167
RPI2,452,Huntington State Park,CT,HawkCount-452,41.33261,-73.35928
RPI2,468,Bentsen Rio Grande Valley State Park,TX,HawkCount-468,26.16889,-98.38055
RPI2,470,Corpus Christi Raptor Migration Project,TX,HawkCount-470,27.86555,-97.64278
RPI2,472,Santa Ana National Wildlife Refuge,TX,HawkCount-472,26.08247,-98.13897
RPI2,476,College Creek,VA,HawkCount-476,37.21667,-76.70277
RPI2,482,Harvey's Knob,VA,HawkCount-482,37.44525,-79.72683
RPI2,484,Kiptopeke Hawkwatch,VA,HawkCount-484,37.16378,-75.97667
RPI2,487,Candler Mountain,VA,HawkCount-487,37.35305,-79.16417
RPI2,491,Rockfish Gap Hawk Watch,VA,HawkCount-491,38.02958,-78.85844
RPI2,494,Snickers Gap,VA,HawkCount-494,39.1155,-77.84695
RPI2,506,Putney Mountain VT,VT,HawkCount-506,43.00443,-72.5956
RPI2,514,Chequamegon Bay,WI,HawkCount-514,46.5845,-90.96432
RPI2,515,Concordia University Hawk Watch,WI,HawkCount-515,43.25,-87.91666
RPI2,516,Eagle Valley,WI,HawkCount-516,42.79167,-91.075
RPI2,519,Hanging Rock Tower,WV,HawkCount-519,37.47361,-80.42223
RPI2,527,Illinois Beach State Park,IL,HawkCount-527,42.46695,-87.805
RPI2,528,"Veracruz River of Raptors, MX",VE,HawkCount-528,19.36667,-96.36667
RPI2,529,East Shore Park,CT,HawkCount-529,41.275,-72.90278
RPI2,530,Tuttle Hill,MA,HawkCount-530,42.06667,-72.79166
RPI2,532,Flirt Hill,CT,HawkCount-532,41.25828,-73.33311
RPI2,534,Chestnut Ridge,NY,HawkCount-534,41.17916,-73.68584
RPI2,535,Middle School,CT,HawkCount-535,41.83495,-73.07447
RPI2,538,Bent of the River,CT,HawkCount-538,41.47133,-73.25936
RPI2,539,Briggs Hill,CT,HawkCount-539,41.55636,-73.49861
RPI2,540,"Eagle Crossing, SW Quebec, Canada",QC,HawkCount-540,45.21667,-74.11667
RPI2,541,Montreal West Island Hawkwatch,QC,HawkCount-541,45.41667,-73.93333
RPI2,543,West Skyline Hawk Count,MN,HawkCount-543,NULL,NULL
RPI2,544,Tlacotalpan Veracruz MX,VE,HawkCount-544,18.61093,-95.65593
RPI2,545,Borrego Valley,CA,HawkCount-545,33.29732,-116.3668
RPI2,546,Sparta Migration Watch,NJ,HawkCount-546,41.03333,-74.63361
RPI2,549,Gunsight Mountain,AK,HawkCount-549,61.87667,-147.3358
RPI2,550,Rocky Point Bird Observatory,BC,HawkCount-550,48.31667,-123.5333
RPI2,551,Caesars Head Hawk Watch,SC,HawkCount-551,35.10556,-82.62805
RPI2,552,Congaree Bluffs,SC,HawkCount-552,33.75694,-80.70361
RPI2,553,Peak Mountain,CT,HawkCount-553,41.95889,-72.72528
RPI2,555,Phoenix Mountain Hawk Watch,NC,HawkCount-555,36.37764,-81.4872
RPI2,558,Little River Lookout,MA,HawkCount-558,NULL,NULL
RPI2,560,Meadowood Bird Observatory,PA,HawkCount-560,40.52444,-77.20167
RPI2,561,Thunder Cape Bird Observatory,ON,HawkCount-561,48.3025,-88.93784
RPI2,562,Manitou Island,MI,HawkCount-562,47.41611,-87.65222
RPI2,563,Smith Point Raptor Migration Project,TX,HawkCount-563,29.52611,-94.76583
RPI2,572,Observatoire d'oiseaux de Tadoussac,QC,HawkCount-572,48.15,-69.66666
RPI2,576,Lipan Point (Grand Canyon) Raptor Migration Project,AZ,HawkCount-576,36.03305,-111.8533
RPI2,578,Yaki Point (Grand Canyon) Raptor Migration Project,AZ,HawkCount-578,36.05861,-112.0839
RPI2,579,Beelzebub Street,CT,HawkCount-579,41.81392,-72.51761
RPI2,583,Curry Hammock State Park,FL,HawkCount-583,24.74944,-80.98444
RPI2,588,Harpswell Peninsula/Casco Bay,ME,HawkCount-588,43.75,-70.03333
RPI2,590,Bridger Mountains Raptor Migration Project,MT,HawkCount-590,45.81694,-110.9297
RPI2,592,Goshute Mountains Raptor Migration Project,NV,HawkCount-592,40.4243,-114.271
RPI2,596,Manzano Mountains Raptor Migration Project,NM,HawkCount-596,34.70417,-106.4111
RPI2,597,Kestrel Haven,NY,HawkCount-597,42.44231,-76.75775
RPI2,601,Bonney Butte Raptor Migration Project,OR,HawkCount-601,45.26305,-121.5919
RPI2,606,Wellsville Mountains Raptor Migration Project,UT,HawkCount-606,41.68833,-112.0483
RPI2,611,Chelan Ridge Raptor Migration Project,WA,HawkCount-611,48.02028,-120.0939
RPI2,613,Straits of Mackinaw,MI,HawkCount-613,45.77917,-84.74084
RPI2,614,White Clay Creek State Park - Carpenter Recreation Area,DE,HawkCount-614,39.71183,-75.77666
RPI2,615,Belvédère Raoul-Roy,QC,HawkCount-615,48.31667,-68.86667
RPI2,616,Bradbury Mountain State Park,ME,HawkCount-616,43.89639,-70.19055
RPI2,617,Manchester Ridges,MD,HawkCount-617,39.71528,-76.8875
RPI2,618,Trezevant's Landing,SC,HawkCount-618,33.72972,-80.62778
RPI2,620,Kekoldi,NULL,HawkCount-620,9.641666,-82.78333
RPI2,621,Cromwell Valley Park,MD,HawkCount-621,39.41627,-76.54955
RPI2,622,Big Bald,TN,HawkCount-622,35.99389,-82.48373
RPI2,623,White Memorial Foundation,CT,HawkCount-623,41.71667,-73.2
RPI2,624,Summitville Hawkwatch,NY,HawkCount-624,41.62139,-74.45111
RPI2,625,Beamer Backup,ON,HawkCount-625,NULL,NULL
RPI2,626,Shatterack Mountain,MA,HawkCount-626,42.18972,-72.86389
RPI2,627,Semaphore Hill (Canopy Tower),NULL,HawkCount-627,9.051666,-79.63583
RPI2,628,Kitsilano,BC,HawkCount-628,49.27833,-123.1442
RPI2,629,Muskegon,MI,HawkCount-629,43.23584,-86.33258
RPI2,631,DRHW- Pointe Mouillee State Game Area,MI,HawkCount-631,42.03791,-83.19829
RPI2,632,"Grimsby, ON - Air Park",ON,HawkCount-632,43.15417,-79.60333
RPI2,633,"Grimsby, ON - Miscellaneous Sightings",ON,HawkCount-633,43.2,-79.56667
RPI2,634,NJAMP at Duke Farms,NJ,HawkCount-634,40.55116,-74.62698
RPI2,635,Bald Eagle Mountain,PA,HawkCount-635,40.48,-78.03
RPI2,636,Tara Woods East Collierville,TN,HawkCount-636,35.02694,-89.65195
RPI2,638,Kirkridge,PA,HawkCount-638,40.90028,-75.10472
RPI2,639,Guana Reserve,FL,HawkCount-639,30.11667,-81.34528
RPI2,640,Beamer Backup - Lookouts,NULL,HawkCount-640,NULL,NULL
RPI2,641,Beamer Backup - Other,NULL,HawkCount-641,NULL,NULL
RPI2,642,Lagoon Valley,CA,HawkCount-642,38.30083,-122.0044
RPI2,643,St. Adolphe Hawkwatch,MB,HawkCount-643,49.67916,-97.11972
RPI2,644,Demo Hawkwatch,NULL,HawkCount-644,NULL,NULL
RPI2,645,Carvins Cove,VA,HawkCount-645,37.38361,-79.94806
RPI2,646,Pembina Valley,MB,HawkCount-646,49.03139,-98.27834
RPI2,647,Chavarrillo,VE,HawkCount-647,19.42595,-96.79297
RPI2,648,Innisfree,ON,HawkCount-648,44.24144,-79.54073
RPI2,649,"Hughes River Gap, VA",VA,HawkCount-649,38.59778,-78.37167
RPI2,651,Taft School,CT,HawkCount-651,41.60611,-73.11861
RPI2,652,Whytewold Hawkwatch,MB,HawkCount-652,50.83333,-96.98333
RPI2,653,Cove Mountain,PA,HawkCount-653,40.34148,-77.11459
RPI2,654,Larson Sanctuary,CT,HawkCount-654,41.13139,-73.26444
RPI2,655,Alander Mountain,MA,HawkCount-655,42.09425,-73.50616
RPI2,656,ICBP Hack Box,SC,HawkCount-656,32.91029,-79.69288
RPI2,657,Marine Nature Study Area,NY,HawkCount-657,40.62324,-73.62424
RPI2,658,Congamond Plains,MA,HawkCount-658,42.04361,-72.72222
RPI2,660,Greene Valley Forest Preserve,IL,HawkCount-660,41.73056,-88.07889
RPI2,662,Bald Peak,CT,HawkCount-662,NULL,NULL
RPI2,663,Ashland Nature Center,DE,HawkCount-663,39.79714,-75.66161
RPI2,665,DRHW - Lake Erie Metropark (Wavepool),MI,HawkCount-665,42.07064,-83.19637
RPI2,666,DRHW - Humbug Marina,MI,HawkCount-666,42.09948,-83.18988
RPI2,667,DRHW - Power Plant,MI,HawkCount-667,42.1158,-83.1915
RPI2,668,DRHW- Campau Rd.,MI,HawkCount-668,42.04512,-83.20007
RPI2,669,DRHW - Marina Point,MI,HawkCount-669,42.05347,-83.18708
RPI2,670,DRHW - Woodruff,MI,HawkCount-670,42.08232,-83.21074
RPI2,671,Presque Isle,PA,HawkCount-671,42.10855,-80.15327
RPI2,672,Franklin Mt. NW,NY,HawkCount-672,42.42881,-75.05328
RPI2,674,Johnson City Hawk Watch,NY,HawkCount-674,42.14639,-75.96306
RPI2,675,Port Crescent Hawk Watch,MI,HawkCount-675,44.00019,-83.06693
RPI2,676,Rocky Knob,VA,HawkCount-676,NULL,NULL
RPI2,677,Blue Mountain Rt. 183,PA,HawkCount-677,40.5275,-76.22444
RPI2,678,Parkway Lenoir,NC,HawkCount-678,35.9181,-81.51617
RPI2,679,Carter Hill Observatory,NH,HawkCount-679,43.23453,-71.60994
RPI2,680,Oliver Street Studios,MD,HawkCount-680,39.30667,-76.61
RPI2,681,Poquonock,CT,HawkCount-681,41.90938,-72.67905
RPI2,683,DOAS - Franskevicz Road,NY,HawkCount-683,42.04181,-75.28697
RPI2,684,DOAS - Horse Farm,NY,HawkCount-684,42.06011,-75.30209
RPI2,685,DOAS - Lang Road,NY,HawkCount-685,42.00872,-75.25861
RPI2,686,Greenlaw Mountain,NB,HawkCount-686,45.1292,-67.09229
RPI2,687,"Grimsby, ON - Grimsby Point & Ravine",ON,HawkCount-687,NULL,NULL
RPI2,688,"Grimsby, ON - Lake Ontario Plain",ON,HawkCount-688,NULL,NULL
RPI2,689,"Grimsby, ON - Allen & Kemp Roads",ON,HawkCount-689,NULL,NULL
RPI2,690,Commissary Ridge Raptor Migration Project,WY,HawkCount-690,42.02472,-110.5894
RPI2,691,Catawba River ,NC,HawkCount-691,35.375,-80.85333
RPI2,692,Seaside Hawkwatch,VA,HawkCount-692,NULL,NULL
RPI2,693,Blue Mountain Ski Area,PA,HawkCount-693,40.80963,-75.50784
RPI2,694,Forest Beach Migratory Preserve,WI,HawkCount-694,43.65861,-87.98528
RPI2,695,Pitcher Mountain,NH,HawkCount-695,43.09425,-72.13536
RPI2,696,DOAS - All Road,NY,HawkCount-696,42.63564,-74.76884
RPI2,697,DOAS - Davis State Park,NY,HawkCount-697,42.66186,-74.83295
RPI2,698,DOAS - Fish Road,NY,HawkCount-698,42.72794,-74.87444
RPI2,699,Brockway Mountain,MI,HawkCount-699,47.4641,-87.96938
RPI2,700,Belmont Valley,VA,HawkCount-700,38.02132,-78.48311
RPI2,701,Suffield WMA,CT,HawkCount-701,42.035,-72.74834
RPI2,702,Lapham Peak,WI,HawkCount-702,43.041,-88.40403
RPI2,703,Boothe Memorial Park,CT,HawkCount-703,41.2356,-73.1105
RPI2,741,"Veracruz River of Raptors Cardel, MX",MX,HawkCount-741,19.3711,-96.37653
SLLS,QC,Quebec,NULL,NULL,NULL,NULL
SOWPS,ON,Ontario,NULL,NULL,NULL,NULL
UNGAVA,Atlantic,Atlantic,NULL,NULL,NULL,NULL
UNGAVA,QC ON,Ungava peninnsula,NULL,NULL,NULL,NULL
WBPHS,Alaska,Alaska,NULL,NULL,NULL,NULL
WBPHS,CanPrairie,Canadian Prairies,NULL,NULL,NULL,NULL
WBPHS,CanPrairie_Wboreal,Canadian Prairies and Western Boreal,NULL,NULL,NULL,NULL
WBPHS,Potholes,Potholes,NULL,NULL,NULL,NULL
WBPHS,TSA,Traditional Survey Area,NULL,NULL,NULL,NULL
WBPHS,USPrairie,U.S. Prairies,NULL,NULL,NULL,NULL
WBPHS,WBoreal,Western Boreal Canada,NULL,NULL,NULL,NULL
WRANGEL,Wrangel,"Wrangel Island, Russia",NULL,NULL,NULL,NULL
